Country,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Seychelles,969940010.2,1065823923,1059496470,1328089686,1387577763,1415998663,1490226454,1573428277,1636310049,1684228529,1200634489
Turks and Caicos Islands,686787810,728789570,727161000,754238000,841070000,942070000,1032452000,1022365000,1113178000,1197415000,924583000
Chad,10668102735,12172309523,12367363678,12953535496,13940768066,10950392220,10097778354,10000395242,11239167048,11314951343,10715396135
East Asia & Pacific (IDA & IBRD countries),7879010000000,9632900000000,10745100000000,11855700000000,12782200000000,13310200000000,13594800000000,14858100000000,16617600000000,17181800000000,17461300000000
Europe & Central Asia (IDA & IBRD countries),3659630000000,4444800000000,4641050000000,4920930000000,4646600000000,3627110000000,3490790000000,3912610000000,4073650000000,4159110000000,3884830000000
Togo,3429461495,3872459250,3873308389,4321655656,4574986537,4180866177,6031632168,6395472574,7112200725,7220395248,7574636979
Thailand,341105000000,370819000000,397558000000,420333000000,407339000000,401296000000,413366000000,456357000000,506755000000,544081000000,499682000000
Tajikistan,5642178580,6522732203,7633049792,8448469838,9112544556,8271454301,6992393787,7536439875,7765014424,8300784857,8133996648
Latin America & the Caribbean (IDA & IBRD countries),5157780000000,5884300000000,5942810000000,6089680000000,6208800000000,5141570000000,5013500000000,5591260000000,5460180000000,5372620000000,4495220000000
Timor-Leste,881827800,1042411500,1160389500,1395519600,1447307100,1594410900,1650618500,1615609700,1583876200,2047931700,1902156800
Middle East & North Africa (IDA & IBRD countries),1570450000000,1622580000000,1744850000000,1602810000000,1578390000000,1417020000000,1452030000000,1439070000000,1364250000000,1374850000000,1248310000000
Tonga,366840012.4,414523388.5,470714083.4,450643615.2,439878828,437006227.2,420540178.6,460379145,489235527.4,512350059.4,488829964.1
South Asia (IDA & IBRD),2060780000000,2274500000000,2300090000000,2359610000000,2584560000000,2699430000000,3005240000000,3426790000000,3527310000000,3648730000000,3482470000000
Sub-Saharan Africa (IDA & IBRD countries),1451750000000,1635060000000,1700400000000,1804730000000,1868670000000,1684990000000,1572900000000,1704400000000,1732710000000,1792080000000,1706090000000
Trinidad and Tobago,22157948396,25433011405,25781712703,27294453245,27642525749,25191551350,22373566810,23180107752,23820742957,23886216403,21392536138
Tunisia,46206091938,48122744708,47311159485,48684187850,50271072628,45780128467,44360614525,42164007605,42685972269,41772900763,42514151614
Turkiye,776993000000,838763000000,880556000000,957783000000,938953000000,864317000000,869693000000,858996000000,778472000000,761004000000,719955000000
Tuvalu,32104201.06,39195461.58,39345620.21,38617493.72,38759689.92,36811659.53,41629497.47,45217657.88,47818290.5,54223149.11,55054710.62
Tanzania,32014249841,34657139495,39650530214,45680532614,49964788814,47378599025,49774021003,53320625959,57003713611,61136873692,62409709111
Uganda,26673441667,27871725206,27305915761,28915786997,32612397758,32387183845,29203988815,30744473912,32927025573,35353060634,37600368181
Ukraine,141210000000,169333000000,182592000000,190499000000,133503000000,91030959455,93355993629,112091000000,130891000000,153883000000,156618000000
Upper middle income,14604000000000,17647400000000,18914900000000,20306800000000,20939100000000,19662800000000,19549000000000,21643700000000,23303500000000,23686300000000,22848300000000
Uruguay,40284481652,47962439304,51264390116,57531233351,57236013086,53274304222,57236652490,64233966861,64515038268,61231149881,53560755047
United States,15049000000000,15599700000000,16254000000000,16843200000000,17550700000000,18206000000000,18695100000000,19479600000000,20527200000000,21372600000000,20893700000000
Uzbekistan,49765676402,60178909297,67517349212,73180036692,80845384375,86196265192,86138288615,62081323299,52633143808,59907674027,59894305353
St. Vincent and the Grenadines,720447880.2,713796368.7,730032600.1,764781242.7,770901436.4,786554580.8,814302267.1,847620214.8,884328180.5,910149698.9,872134546.8
Virgin Islands (U.S.),4324000000,4223000000,4089000000,3738000000,3565000000,3663000000,3798000000,3794000000,3922000000,4117000000,4204000000
Vietnam,147199000000,172596000000,195592000000,213711000000,233450000000,239257000000,257096000000,281353000000,308702000000,330391000000,343243000000
Vanuatu,670713208.1,770153304.2,747839697.7,758304466.2,772315721.3,730870581.7,780889605.9,880062103,914736985.4,936526267.6,896827873.1
Samoa,663161528.4,737401684.1,760549577.7,770059565,756805950.2,788307314.9,799493897.5,832025556.1,821286938.9,852007104.7,807147527.6
Kosovo,5344014318,6341737194,6163785173,6735731173,7074657898,6295820482,6682832632,7180813376,7878508503,7899879086,7716925356
"Yemen, Rep.",30906749533,32726417212,35401341663,40415235702,43228585321,42444495590,31317828584,26842231205,21606161066,21887614217,18840511908
South Africa,417365000000,458202000000,434401000000,400886000000,381199000000,346710000000,323586000000,381449000000,404842000000,387935000000,335442000000
Zambia,20265559484,23459515276,25503060420,28037239463,27141023558,21251216799,20958412538,25873601261,26311590297,23308667781,18110631358
Zimbabwe,12041655200,14101920300,17114849900,19091020000,19495519600,19963120600,20548678100,17584890937,18115543791,19284289739,18051170799
